,study id,study link,name of data file in study,name of metadata column,phenotype keyword,label of class 1,label of class 0,technology platform,technique category,affiliation,organism,organism category,release date,number of samples in class 0,number of samples in class 1,number of samples,number of features,fatness,score of the best method,score of the best univariate method,score of the best multivariate method,name of the best multivariate method,tendency,text description of the dataset,text description embedding PC0,text description embedding PC1
MTBLS1991-metaboliteprofilingmassspectrometryv2maf-prefrail-robust,MTBLS1991,https://www.ebi.ac.uk/metabolights/editor/MTBLS1991,m_MTBLS1991_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Clinical Frailty Category],other,Robust,Prefrail,Q Exactive,LCMS,"University of Pittsburgh, USA",?,other or unknown,2024-01-24,81.0,64.0,145,961,6.627586206896551,0.6740361271103338,0.6740361271103338,0.5951110169715046,SCMBoost,univariate models performs better than multivariate models,phenotype description  clinical frailty category  values  robust  prefrail  organism  nan,-0.0463938080148199,0.1185878405699694
MTBLS1991-metaboliteprofilingmassspectrometryv2maf-no-yes,MTBLS1991,https://www.ebi.ac.uk/metabolights/editor/MTBLS1991,m_MTBLS1991_metabolite_profiling_mass_spectrometry_v2_maf.tsv,Factor Value[Other Medical],other,Yes,No,Q Exactive,LCMS,"University of Pittsburgh, USA",?,other or unknown,2024-01-24,91.0,105.0,196,961,4.903061224489796,0.6323563802991552,0.6323563802991552,0.5475033745382211,XGBoost,univariate models performs better than multivariate models,phenotype description  other medical  values  yes  no  organism  nan,0.0014719597071771,0.1940307963350869
MTBLS2014-MTBLS2014LCMSpositivereversephasemetaboliteprofiling-Healthy-PatientSARSCoV2,MTBLS2014,https://www.ebi.ac.uk/metabolights/editor/MTBLS2014,m_MTBLS2014_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,Healthy,Patient (+) SARS-CoV-2,Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-01-29,24.0,25.0,49,34,0.6938775510204082,0.9770833333333332,0.8135416666666666,0.9770833333333332,ElasticNet,multivariate models performs better than univariate models,phenotype description  disease  values  healthy  patient (+) sars-cov-2  organism  homo sapiens,-0.3142949411536404,-0.0526002941634447
MTBLS2015-MTBLS2015LCMSnegativehilicmetaboliteprofiling-Pooledsera-RPMI,MTBLS2015,https://www.ebi.ac.uk/metabolights/editor/MTBLS2015,m_MTBLS2015_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Growth media],other,Pooled sera,RPMI,Liquid Chromatography MS - negative - hilic,LCMS,"Bioplatforms Australia + Australian BioCommons, University of Melbourne",Escherichia coli,Bacteria,2022-08-03,30.0,30.0,60,170,2.833333333333333,1.0,1.0,1.0,AdaBoost,multivariate and univariate models are equivalent,phenotype description  growth media  values  pooled sera  rpmi  organism  escherichia coli,0.1684833494723668,0.1860932092265855
MTBLS2021-MTBLS2021GCMSpositivemetaboliteprofiling-Supernatantpolar-Supernatantnonpolar,MTBLS2021,https://www.ebi.ac.uk/metabolights/editor/MTBLS2021,m_MTBLS2021_GC-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[Supernatant],other,polar,non-polar,Gas Chromatography MS - positive,GCMS,unknown,microbial community,other or unknown,2021-04-06,152.0,154.0,306,370,1.2091503267973855,0.996078667953668,0.996078667953668,0.996078667953668,SVMlinear,multivariate and univariate models are equivalent,phenotype description  supernatant  values  polar  non-polar  organism  microbial community,0.137163698283991,0.0925071697787177
MTBLS2028-MTBLS2028LipidFIAMSmetaboliteprofiling-TEonly-CTRL,MTBLS2028,https://www.ebi.ac.uk/metabolights/editor/MTBLS2028,m_MTBLS2028_Lipid_FIA-MS_metabolite_profiling._v2_maf.tsv,Factor Value[Treatment],treatment,T+E only,CTRL,LC-MS (Alternating),LCMS,unknown,Rattus norvegicus,mammals,2020-11-04,37.0,22.0,59,135,2.288135593220339,0.8921875,0.8034970238095238,0.8921875,ElasticNet,multivariate models performs better than univariate models,phenotype description  treatment  values  t+e only  ctrl  organism  rattus norvegicus,0.0201325853299149,0.2966197170330223
MTBLS2028-MTBLS2028LipidFIAMSmetaboliteprofiling-EBtreated-EBTE,MTBLS2028,https://www.ebi.ac.uk/metabolights/editor/MTBLS2028,m_MTBLS2028_Lipid_FIA-MS_metabolite_profiling._v2_maf.tsv,Factor Value[Treatment],treatment,EB-treated,EB+T+E,LC-MS (Alternating),LCMS,unknown,Rattus norvegicus,mammals,2020-11-04,20.0,14.0,34,135,3.9705882352941178,0.8476190476190476,0.8154761904761904,0.8476190476190476,ElasticNet,multivariate models performs better than univariate models,phenotype description  treatment  values  eb-treated  eb+t+e  organism  rattus norvegicus,0.0136579424742652,0.295207299860744
MTBLS2028-MTBLS2028LipidFIAMSmetaboliteprofiling-EBonly-TEonly,MTBLS2028,https://www.ebi.ac.uk/metabolights/editor/MTBLS2028,m_MTBLS2028_Lipid_FIA-MS_metabolite_profiling._v2_maf.tsv,Factor Value[Treatment],treatment,EB only,T+E only,LC-MS (Alternating),LCMS,unknown,Rattus norvegicus,mammals,2020-11-04,22.0,22.0,44,135,3.0681818181818183,0.7744047619047619,0.688392857142857,0.7744047619047619,SVMlinear,multivariate models performs better than univariate models,phenotype description  treatment  values  eb only  t+e only  organism  rattus norvegicus,0.0095207388374855,0.2939613761493156
MTBLS2028-MTBLS2028LipidFIAMSmetaboliteprofiling-CTRL-EBtreated,MTBLS2028,https://www.ebi.ac.uk/metabolights/editor/MTBLS2028,m_MTBLS2028_Lipid_FIA-MS_metabolite_profiling._v2_maf.tsv,Factor Value[Treatment],treatment,CTRL,EB-treated,LC-MS (Alternating),LCMS,unknown,Rattus norvegicus,mammals,2020-11-04,14.0,37.0,51,135,2.647058823529412,0.654265873015873,0.654265873015873,0.6516617063492063,SVMlinear,multivariate and univariate models are equivalent,phenotype description  treatment  values  ctrl  eb-treated  organism  rattus norvegicus,0.0249929665791083,0.308354179824981
MTBLS2028-MTBLS2028LipidFIAMSmetaboliteprofiling-EBTE-EBonly,MTBLS2028,https://www.ebi.ac.uk/metabolights/editor/MTBLS2028,m_MTBLS2028_Lipid_FIA-MS_metabolite_profiling._v2_maf.tsv,Factor Value[Treatment],treatment,EB+T+E,EB only,LC-MS (Alternating),LCMS,unknown,Rattus norvegicus,mammals,2020-11-04,22.0,20.0,42,135,3.2142857142857144,0.7645833333333334,0.7645833333333334,0.6885416666666666,ElasticNet,univariate models performs better than multivariate models,phenotype description  treatment  values  eb+t+e  eb only  organism  rattus norvegicus,0.0160565357066466,0.2942168374871907
MTBLS2040-MTBLS2040NMRmetaboliteprofiling-Diseasestage1or2-Diseasestage0,MTBLS2040,https://www.ebi.ac.uk/metabolights/editor/MTBLS2040,m_MTBLS2040_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Disease stage],disease,1,0,NMR,NMR,unknown,Homo sapiens,Homo sapiens,2023-05-26,74.0,11.0,85,168,1.9764705882352944,0.75,0.75,0.5738992471988795,PLSDA,univariate models performs better than multivariate models,phenotype description  disease stage  values  1  0  organism  homo sapiens,-0.3306872519048332,-0.0765764650801862
MTBLS2040-MTBLS2040NMRmetaboliteprofiling-PainYes-PainNo,MTBLS2040,https://www.ebi.ac.uk/metabolights/editor/MTBLS2040,m_MTBLS2040_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Pain],other,Yes,No,NMR,NMR,unknown,Homo sapiens,Homo sapiens,2023-05-26,31.0,53.0,84,168,2.0,0.6527788184038184,0.6527788184038184,0.5676318473193473,PLSDA,univariate models performs better than multivariate models,phenotype description  pain  values  yes  no  organism  homo sapiens,-0.2320051563609153,-0.1654335421556114
MTBLS2040-MTBLS2040NMRmetaboliteprofiling-Endometriosis-EndometriosisNo,MTBLS2040,https://www.ebi.ac.uk/metabolights/editor/MTBLS2040,m_MTBLS2040_NMR___metabolite_profiling_v2_maf.tsv,Factor Value[Endometriosis],other,Yes,No,NMR,NMR,unknown,Homo sapiens,Homo sapiens,2023-05-26,73.0,12.0,85,168,1.9764705882352944,0.7083333333333333,0.7083333333333333,0.5776435574229691,PLSDA,univariate models performs better than multivariate models,phenotype description  endometriosis  values  yes  no  organism  homo sapiens,-0.2303331443387935,-0.1247467670147456
MTBLS2080-MTBLS2080LCMSmetaboliteprofiling-oleicacid-ethanol,MTBLS2080,https://www.ebi.ac.uk/metabolights/editor/MTBLS2080,m_MTBLS2080_LC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,oleic acid,ethanol,Liquid Chromatography MS,LCMS,Department of Microbiology,Enterococcus faecalis,Bacteria,2021-05-17,29.0,30.0,59,70,1.1864406779661016,0.6286458333333333,0.6286458333333333,0.6185267857142858,ElasticNet,multivariate and univariate models are equivalent,phenotype description  treatment  values  oleic acid  ethanol  organism  enterococcus faecalis,0.1741154682368642,0.1955562573732078
MTBLS2080-MTBLS2080LCMSmetaboliteprofiling-oleicacid-linoleicacid,MTBLS2080,https://www.ebi.ac.uk/metabolights/editor/MTBLS2080,m_MTBLS2080_LC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,oleic acid,linoleic acid,Liquid Chromatography MS,LCMS,Department of Microbiology,Enterococcus faecalis,Bacteria,2021-05-17,27.0,30.0,57,70,1.2280701754385963,0.6394841269841269,0.6394841269841269,0.5604910714285714,rSCM,univariate models performs better than multivariate models,phenotype description  treatment  values  oleic acid  linoleic acid  organism  enterococcus faecalis,0.1490974189598971,0.1749868710112236
MTBLS2080-MTBLS2080LCMSmetaboliteprofiling-ethanol-linoleicacid,MTBLS2080,https://www.ebi.ac.uk/metabolights/editor/MTBLS2080,m_MTBLS2080_LC-MS___metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,ethanol,linoleic acid,Liquid Chromatography MS,LCMS,Department of Microbiology,Enterococcus faecalis,Bacteria,2021-05-17,27.0,29.0,56,70,1.25,0.6501488095238095,0.6501488095238095,0.5917410714285715,ElasticNet,univariate models performs better than multivariate models,phenotype description  treatment  values  ethanol  linoleic acid  organism  enterococcus faecalis,0.1867125754729401,0.2088259456238311
MTBLS2104-MTBLS2104FIAMSpositivemetaboliteprofiling-Endurance-othersports,MTBLS2104,https://www.ebi.ac.uk/metabolights/editor/MTBLS2104,m_MTBLS2104_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[Group],other,Endurance,Sprint,Flow injection analysis MS - positive,?,"Exercise Biology Group, Faculty of Sport and Health Sciences, Technische Universität München, Munich, Germany",Homo sapiens,Homo sapiens,2022-02-07,26.0,12.0,38,145,3.8157894736842106,0.8604166666666666,0.6947916666666666,0.8604166666666666,PLSDA,multivariate models performs better than univariate models,phenotype description  group  values  endurance  sprint  organism  homo sapiens,-0.2085605959072148,-0.1794023462196809
MTBLS2108-MTBLS2108LCMSnegativehilicmetaboliteprofiling-old-young,MTBLS2108,https://www.ebi.ac.uk/metabolights/editor/MTBLS2108,m_MTBLS2108_LC-MS_negative_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Age],age,old,young,Liquid Chromatography MS - negative - hilic     ,LCMS,unknown,Homo sapiens,Homo sapiens,2021-02-11,13.0,14.0,27,42,1.5555555555555556,0.8625,0.8625,0.84375,DT,multivariate and univariate models are equivalent,phenotype description  age  values  old  young  organism  homo sapiens,-0.2771379969498528,-0.2342461570136037
MTBLS2108-MTBLS2108LCMSpositivehilicmetaboliteprofiling-old-young,MTBLS2108,https://www.ebi.ac.uk/metabolights/editor/MTBLS2108,m_MTBLS2108_LC-MS_positive_hilic_metabolite_profiling_v2_maf.tsv,Factor Value[Age],age,old,young,Liquid Chromatography MS - positive - hilic,LCMS,unknown,Homo sapiens,Homo sapiens,2021-02-11,13.0,14.0,27,57,2.111111111111111,0.865625,0.865625,0.75625,PLSDA,univariate models performs better than multivariate models,phenotype description  age  values  old  young  organism  homo sapiens,-0.2771379969498528,-0.2342461570136037
MTBLS2199-MTBLS2199LCMSpositivereversephasemetaboliteprofiling-incurrent-excurrent,MTBLS2199,https://www.ebi.ac.uk/metabolights/editor/MTBLS2199,m_MTBLS2199_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Cohort],other,incurrent,excurrent,Liquid Chromatography MS - positive - reverse phase,LCMS,University of North Carolina Wilmington,multiple,other or unknown,2022-03-11,18.0,18.0,36,2188,60.77777777777778,0.8816964285714286,0.8816964285714286,0.8520833333333333,XGBoost,univariate models performs better than multivariate models,phenotype description  cohort  values  incurrent  excurrent  organism  multiple,-0.0457969972801547,-0.1161002781191327
MTBLS2200-MTBLS2200LCMSpositivereversephasemetaboliteprofiling-incurrent-excurrent,MTBLS2200,https://www.ebi.ac.uk/metabolights/editor/MTBLS2200,m_MTBLS2200_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Cohort],other,incurrent,excurrent,Liquid Chromatography MS - positive - reverse phase,LCMS,University of North Carolina Wilmington,multiple,other or unknown,2022-03-11,14.0,14.0,28,1875,66.96428571428571,1.0,1.0,1.0,DT,multivariate and univariate models are equivalent,phenotype description  cohort  values  incurrent  excurrent  organism  multiple,-0.0457969972801547,-0.1161002781191327
MTBLS2215-MTBLS2215metaboliteprofiling-dmfsover0andICDASover3true-dmfsover0andICDASover3false,MTBLS2215,https://www.ebi.ac.uk/metabolights/editor/MTBLS2215,m_MTBLS2215___metabolite_profiling_v2_maf.tsv,"Factor value[dmfs>0, ICDAS>=3]",other,1,0,Q Exactive,LCMS,unknown,Homo sapiens,Homo sapiens,2021-01-29,143.0,146.0,289,374,1.2941176470588236,0.6719520357040848,0.6719520357040848,0.5628348390857538,AdaBoost,univariate models performs better than multivariate models,phenotype description  dmfs>0  icdas>=3  values  1  0  organism  homo sapiens,-0.273185173688966,-0.062933535402453
MTBLS2224-MTBLS2224LCMSnegativereversephasemetaboliteprofiling-COVIDPositive-COVIDNegative,MTBLS2224,https://www.ebi.ac.uk/metabolights/editor/MTBLS2224,m_MTBLS2224_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[COVID Infection],disease,Positive,Negative,Liquid Chromatography MS - negative - reverse phase,LCMS,Wenzhou Medical University,Homo sapiens,Homo sapiens,2022-01-10,40.0,40.0,80,1153,14.4125,0.9377728174603176,0.8924851190476191,0.9377728174603176,SCMBoost,multivariate models performs better than univariate models,phenotype description  covid infection  values  positive  negative  organism  homo sapiens,-0.2816019391701272,-0.0274481486348273
MTBLS2224-MTBLS2224LCMSpositivereversephasemetaboliteprofiling-COVIDPositive-COVIDNegative,MTBLS2224,https://www.ebi.ac.uk/metabolights/editor/MTBLS2224,m_MTBLS2224_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[COVID Infection],disease,Positive,Negative,Liquid Chromatography MS - positive - reverse phase,LCMS,Wenzhou Medical University,Homo sapiens,Homo sapiens,2022-01-10,40.0,40.0,80,1241,15.5125,1.0,1.0,0.9921875,rSCM,multivariate and univariate models are equivalent,phenotype description  covid infection  values  positive  negative  organism  homo sapiens,-0.2816019391701272,-0.0274481486348273
MTBLS2224-MTBLS2224GCMSpositivemetaboliteprofiling-COVIDPositive-COVIDNegative,MTBLS2224,https://www.ebi.ac.uk/metabolights/editor/MTBLS2224,m_MTBLS2224_GC-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[COVID Infection],disease,Positive,Negative,Gas Chromatography MS - positive,GCMS,Wenzhou Medical University,Homo sapiens,Homo sapiens,2022-01-10,40.0,40.0,80,376,4.7,1.0,1.0,1.0,GBtree,multivariate and univariate models are equivalent,phenotype description  covid infection  values  positive  negative  organism  homo sapiens,-0.2816019391701272,-0.0274481486348273
MTBLS2259-MTBLS2259LCMSreversephasemetaboliteprofiling-PrecentrifugationTemperature4-PrecentrifugationTemperature25,MTBLS2259,https://www.ebi.ac.uk/metabolights/editor/MTBLS2259,m_MTBLS2259_LC-MS_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Pre-centrifugation Temperature],other,4,25,Liquid Chromatography MS - reverse phase,LCMS,"Epihubben, Department of Surgical Sciences, Uppsala University + Institute of Biomedicine, Biobank Core Facility, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden",Homo sapiens,Homo sapiens,2021-10-13,195.0,159.0,354,36,0.1016949152542373,0.9377383852177584,0.8846415326841327,0.9377383852177584,GBtree,multivariate models performs better than univariate models,phenotype description  pre-centrifugation temperature  values  4  25  organism  homo sapiens,-0.1347361067850105,-0.0166180114724194
MTBLS2259-MTBLS2259LCMSreversephasemetaboliteprofiling-PrecentrifugationTemperature25-PrecentrifugationTemperature37,MTBLS2259,https://www.ebi.ac.uk/metabolights/editor/MTBLS2259,m_MTBLS2259_LC-MS_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Pre-centrifugation Temperature],other,25,37,Liquid Chromatography MS - reverse phase,LCMS,"Epihubben, Department of Surgical Sciences, Uppsala University + Institute of Biomedicine, Biobank Core Facility, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden",Homo sapiens,Homo sapiens,2021-10-13,117.0,195.0,312,36,0.1153846153846153,0.9386348434394086,0.81580635137865,0.9386348434394086,SVMlinear,multivariate models performs better than univariate models,phenotype description  pre-centrifugation temperature  values  25  37  organism  homo sapiens,-0.1433521308402454,-0.0343829704111034
MTBLS2259-MTBLS2259LCMSreversephasemetaboliteprofiling-PrecentrifugationTemperature37-PrecentrifugationTemperature4,MTBLS2259,https://www.ebi.ac.uk/metabolights/editor/MTBLS2259,m_MTBLS2259_LC-MS_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Pre-centrifugation Temperature],other,37,4,Liquid Chromatography MS - reverse phase,LCMS,"Epihubben, Department of Surgical Sciences, Uppsala University + Institute of Biomedicine, Biobank Core Facility, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden",Homo sapiens,Homo sapiens,2021-10-13,159.0,117.0,276,36,0.1304347826086956,0.99198082010582,0.945712500143264,0.99198082010582,SVMlinear,multivariate models performs better than univariate models,phenotype description  pre-centrifugation temperature  values  37  4  organism  homo sapiens,-0.1529773048527359,-0.0312312353862171
MTBLS2259-MTBLS2259LCMSreversephasemetaboliteprofiling-Fasting-Nonfasting,MTBLS2259,https://www.ebi.ac.uk/metabolights/editor/MTBLS2259,m_MTBLS2259_LC-MS_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Fasting Status],diet,Fasting,Non-fasting,Liquid Chromatography MS - reverse phase,LCMS,"Epihubben, Department of Surgical Sciences, Uppsala University + Institute of Biomedicine, Biobank Core Facility, Sahlgrenska Academy, University of Gothenburg, Gothenburg, Sweden",Homo sapiens,Homo sapiens,2021-10-13,207.0,264.0,471,36,0.0764331210191082,0.813913551086953,0.5794393878970558,0.813913551086953,SVMrbf,multivariate models performs better than univariate models,phenotype description  fasting status  values  fasting  non-fasting  organism  homo sapiens,-0.2086560057154284,-0.0490239371996354
MTBLS2262-MTBLS2262LCMSnegativereversephasemetaboliteprofiling-control-TONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,control,TONFH,Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,46.0,32.0,78,506,6.487179487179487,0.8653724747474748,0.8260822510822511,0.8653724747474748,PLSDA,multivariate models performs better than univariate models,phenotype description  disease  values  control  tonfh  organism  homo sapiens,-0.2850468087460204,-0.0655552408923079
MTBLS2262-MTBLS2262LCMSpositivereversephasemetaboliteprofiling1-SONFHbelongtoNONFH-AONFHbelongtoNONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,Factor Value[Disease],disease,SONFH (belong to NONFH),AONFH (belong to NONFH),Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,16.0,29.0,45,852,18.933333333333334,0.8883928571428572,0.8883928571428572,0.8556547619047619,RF,univariate models performs better than multivariate models,phenotype description  disease  values  sonfh (belong to nonfh)  aonfh (belong to nonfh)  organism  homo sapiens,-0.2697148416436936,-0.1440645780544048
MTBLS2262-MTBLS2262LCMSpositivereversephasemetaboliteprofiling1-TONFH-AONFHbelongtoNONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,Factor Value[Disease],disease,TONFH,AONFH (belong to NONFH),Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,16.0,46.0,62,852,13.741935483870968,0.8115688131313132,0.8115688131313132,0.6965435606060606,AdaBoost,univariate models performs better than multivariate models,phenotype description  disease  values  tonfh  aonfh (belong to nonfh)  organism  homo sapiens,-0.2518229863227583,-0.1184704476305685
MTBLS2262-MTBLS2262LCMSpositivereversephasemetaboliteprofiling1-control-SONFHbelongtoNONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,Factor Value[Disease],disease,control,SONFH (belong to NONFH),Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,29.0,32.0,61,852,13.9672131147541,0.920014880952381,0.920014880952381,0.9174107142857144,RF,multivariate and univariate models are equivalent,phenotype description  disease  values  control  sonfh (belong to nonfh)  organism  homo sapiens,-0.2914312413699586,-0.0969278348035409
MTBLS2262-MTBLS2262LCMSnegativereversephasemetaboliteprofiling-TONFH-AONFHbelongtoNONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,TONFH,AONFH (belong to NONFH),Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,16.0,46.0,62,506,8.161290322580646,0.719760101010101,0.719760101010101,0.6584438131313132,SVMlinear,univariate models performs better than multivariate models,phenotype description  disease  values  tonfh  aonfh (belong to nonfh)  organism  homo sapiens,-0.2518229863227583,-0.1184704476305685
MTBLS2262-MTBLS2262LCMSnegativereversephasemetaboliteprofiling-control-SONFHbelongtoNONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,control,SONFH (belong to NONFH),Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,28.0,32.0,60,506,8.433333333333334,0.8993055555555556,0.8462797619047618,0.8993055555555556,PLSDA,multivariate models performs better than univariate models,phenotype description  disease  values  control  sonfh (belong to nonfh)  organism  homo sapiens,-0.2914312413699586,-0.0969278348035409
MTBLS2262-MTBLS2262LCMSnegativereversephasemetaboliteprofiling-SONFHbelongtoNONFH-AONFHbelongtoNONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,Factor Value[Disease],disease,SONFH (belong to NONFH),AONFH (belong to NONFH),Liquid Chromatography MS - negative - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,16.0,28.0,44,506,11.5,0.8839285714285714,0.8839285714285714,0.8318452380952381,PLSDA,univariate models performs better than multivariate models,phenotype description  disease  values  sonfh (belong to nonfh)  aonfh (belong to nonfh)  organism  homo sapiens,-0.2697148416436936,-0.1440645780544048
MTBLS2262-MTBLS2262LCMSpositivereversephasemetaboliteprofiling1-control-TONFH,MTBLS2262,https://www.ebi.ac.uk/metabolights/editor/MTBLS2262,m_MTBLS2262_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,Factor Value[Disease],disease,control,TONFH,Liquid Chromatography MS - positive - reverse phase,LCMS,unknown,Homo sapiens,Homo sapiens,2021-07-06,46.0,32.0,78,852,10.923076923076923,0.939434523809524,0.8296875,0.939434523809524,SVMlinear,multivariate models performs better than univariate models,phenotype description  disease  values  control  tonfh  organism  homo sapiens,-0.2850468087460204,-0.0655552408923079
MTBLS2274-MTBLS2274LCMSpositivehilicmetaboliteprofiling1-Upper-Lower,MTBLS2274,https://www.ebi.ac.uk/metabolights/editor/MTBLS2274,m_MTBLS2274_LC-MS_positive_hilic_metabolite_profiling-1_v2_maf.tsv,Factor Value[Layer],other,Upper,Lower,Liquid Chromatography MS - positive - hilic,LCMS,"Institute for Integrated Cell-Material Sciences (WPI-iCeMS), Kyoto University + Gunma University Initiative for Advanced Research (GIAR), Gunma University",Homo sapiens,Homo sapiens,2021-07-13,20.0,20.0,40,108,2.7,0.79375,0.7354166666666667,0.79375,PLSDA,multivariate models performs better than univariate models,phenotype description  layer  values  upper  lower  organism  homo sapiens,-0.2119127965634649,-0.1547748311230488
MTBLS2277-MTBLS2277GCFIDglandmetaboliteprofiling-primed-wounded,MTBLS2277,https://www.ebi.ac.uk/metabolights/editor/MTBLS2277,m_MTBLS2277_GC-FID_gland_metabolite_profiling_v2_maf.tsv,Factor Value[Immune treatment],treatment,primed,wounded,Flame ionisation detector MS,?,University of Münster,Tribolium castaneum,other or unknown,2023-04-24,31.0,29.0,60,24,0.4,0.6085565476190475,0.6085565476190475,0.5571428571428572,ElasticNet,univariate models performs better than multivariate models,phenotype description  immune treatment  values  primed  wounded  organism  tribolium castaneum,0.0562173743198554,0.1490391151258598
MTBLS2277-MTBLS2277GCFIDglandmetaboliteprofiling-naive-primed,MTBLS2277,https://www.ebi.ac.uk/metabolights/editor/MTBLS2277,m_MTBLS2277_GC-FID_gland_metabolite_profiling_v2_maf.tsv,Factor Value[Immune treatment],treatment,naive,primed,Flame ionisation detector MS,?,University of Münster,Tribolium castaneum,other or unknown,2023-04-24,29.0,32.0,61,24,0.3934426229508196,0.6492311507936509,0.6492311507936509,0.6319692460317461,PLSDA,multivariate and univariate models are equivalent,phenotype description  immune treatment  values  naive  primed  organism  tribolium castaneum,0.0614026685052934,0.1630286669949636
MTBLS2277-MTBLS2277GCFIDglandmetaboliteprofiling-wounded-naive,MTBLS2277,https://www.ebi.ac.uk/metabolights/editor/MTBLS2277,m_MTBLS2277_GC-FID_gland_metabolite_profiling_v2_maf.tsv,Factor Value[Immune treatment],treatment,wounded,naive,Flame ionisation detector MS,?,University of Münster,Tribolium castaneum,other or unknown,2023-04-24,32.0,31.0,63,24,0.3809523809523809,0.7495039682539681,0.7495039682539681,0.7370039682539682,AdaBoost,multivariate and univariate models are equivalent,phenotype description  immune treatment  values  wounded  naive  organism  tribolium castaneum,0.0694184565092228,0.1403751571398154
MTBLS2279-MTBLS2279GCMSpositivemetaboliteprofiling-lactoferrin-control,MTBLS2279,https://www.ebi.ac.uk/metabolights/editor/MTBLS2279,m_MTBLS2279_GC-MS_positive__metabolite_profiling_v2_maf.tsv,Factor Value[Treatment],treatment,lactoferrin,control,Gas Chromatography MS - positive,GCMS,Nanjing Agricultural University,Sus scrofa,mammals,2022-03-01,12.0,12.0,24,412,17.166666666666668,0.984375,0.984375,0.96875,ElasticNet,multivariate and univariate models are equivalent,phenotype description  treatment  values  lactoferrin  control  organism  sus scrofa,0.0518310736797053,0.2221881576196559
