,id,file,n samples,n features,metadata column,1 label,0 label,Study Assay Technology Platform,affiliation,release date,organism,baseline majoritary score,best univariate score,best method score,best algo name,best algo score,tendency,number of algos runned,n zeros in y,n ones in y,best linear-based algo name,best linear-based algo score,best rule-based algo name,best rule-based algo score,technique category,organism curated,organism category,phenotype description combined,embeddings_PC0,embeddings_PC1,phenotype keyword,difference ML univariate,absolute difference |ML - univariate|,best overall score,fatness,is fat,release year,difference rule-based - linear-based,structure of best method
MTBLS28-NEGv2maf-NeverSmoker-FormerSmoker,MTBLS28,m_mtbls28_NEG_v2_maf.tsv,712,1359,Factor Value[Smoking],Never Smoker,Former Smoker,Xevo QTof MS (Waters),"NIAMS/NIH, Bethesda, MD",2014-05-06,?,0.5,0.5460054661894593,0.5893840109626992,SVMlinear,0.5893840109626992,multivariate models performs better than univariate models,?,463.0,249.0,SVMlinear,0.5893840109626992,RF,0.5820979983726718,LCMS,other or unknown,other or unknown,phenotype description  smoking  values  never smoker  former smoker  organism  nan,-0.037534687805334796,0.12714132244648077,other,0.04337854477323988,0.04337854477323988,0.5893840109626992,1.9087078651685394,True,2014,-0.007286012590027369,linear-based multivariate
MTBLS28-POSv2maf-CurrentSmoker-FormerSmoker,MTBLS28,m_mtbls28_POS_v2_maf.tsv,756,1807,Factor Value[Smoking],Current Smoker,Former Smoker,Xevo QTof MS (Waters),"NIAMS/NIH, Bethesda, MD",2014-05-06,?,0.5,0.7889554651568369,0.7955756723200753,GBtree,0.7955756723200753,multivariate and univariate models are equivalent,?,463.0,293.0,SVMlinear,0.7473120730702457,GBtree,0.7955756723200753,LCMS,other or unknown,other or unknown,phenotype description  smoking  values  current smoker  former smoker  organism  nan,-0.014355778437071861,0.10978692163439681,other,0.006620207163238412,0.006620207163238412,0.7955756723200753,2.39021164021164,True,2014,0.04826359924982959,univariate
MTBLS28-POSv2maf-NeverSmoker-CurrentSmoker,MTBLS28,m_mtbls28_POS_v2_maf.tsv,542,1807,Factor Value[Smoking],Never Smoker,Current Smoker,Xevo QTof MS (Waters),"NIAMS/NIH, Bethesda, MD",2014-05-06,?,0.5,0.8026674314509293,0.8548403291138493,AdaBoost,0.8548403291138493,multivariate models performs better than univariate models,?,293.0,249.0,SVMlinear,0.7810636218654118,AdaBoost,0.8548403291138493,LCMS,other or unknown,other or unknown,phenotype description  smoking  values  never smoker  current smoker  organism  nan,-0.03683756789876025,0.11574926970237287,other,0.05217289766291999,0.05217289766291999,0.8548403291138493,3.3339483394833946,True,2014,0.07377670724843755,rule-based multivariate
MTBLS28-POSv2maf-NeverSmoker-FormerSmoker,MTBLS28,m_mtbls28_POS_v2_maf.tsv,712,1807,Factor Value[Smoking],Never Smoker,Former Smoker,Xevo QTof MS (Waters),"NIAMS/NIH, Bethesda, MD",2014-05-06,?,0.5,0.5888920015474438,0.5923208926066941,SVMlinear,0.5923208926066941,multivariate and univariate models are equivalent,?,463.0,249.0,SVMlinear,0.5923208926066941,XGBoost,0.5736267470467977,LCMS,other or unknown,other or unknown,phenotype description  smoking  values  never smoker  former smoker  organism  nan,-0.037534687805334796,0.12714132244648077,other,0.003428891059250261,0.003428891059250261,0.5923208926066941,2.537921348314607,True,2014,-0.018694145559896347,univariate
MTBLS280-aminemassspectrometry-hepatitisB-control,MTBLS280,m_amine_mass_spectrometry_v2_maf.tsv,88,38,Factor Value[control],False,True,Xevo TQ MS,"Faculty of Science, Leiden Academic Centre for Drug Research, Analytical BioSciences + Department of Gastroentrology and Hepatology, Erasmus MC + Netherlands Metabolomics Centre",2016-06-06,Homo sapiens,0.5,0.7289091117216117,0.8308150183150182,PLSDA,0.8308150183150182,multivariate models performs better than univariate models,?,19.0,69.0,PLSDA,0.8308150183150182,SCMBoost,0.7675137362637363,LCMS,Homo sapiens,Homo sapiens,phenotype description  control  values  false  true  organism  homo sapiens,0.2341654317466961,-0.09009559023205685,other,0.10190590659340659,0.10190590659340659,0.8308150183150182,0.4318181818181818,False,2016,-0.06330128205128194,linear-based multivariate
MTBLS2824-NMRmetaboliteprofilingv2maf-Female-Male,MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,76,39,Factor Value[Gender],Female,Male,Nuclear Magnetic Resonance (NMR) -,Chang Gung University,2021-07-28,?,0.5,0.6841269841269841,0.6992063492063492,SVMlinear,0.6992063492063492,multivariate and univariate models are equivalent,?,48.0,28.0,SVMlinear,0.6992063492063492,RF,0.6354166666666666,NMR,other or unknown,other or unknown,phenotype description  gender  values  female  male  organism  nan,-0.04600761138919414,0.15350308085242115,other,0.015079365079365026,0.015079365079365026,0.6992063492063492,0.5131578947368421,False,2021,-0.06378968253968254,univariate
MTBLS2824-NMRmetaboliteprofilingv2maf-GUcancer-control,MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,76,39,Factor Value[Disease],GU cancer,control,Nuclear Magnetic Resonance (NMR) -,Chang Gung University,2021-07-28,?,0.5,0.5458333333333334,0.6393262987012988,SVMlinear,0.6393262987012988,multivariate models performs better than univariate models,?,13.0,63.0,SVMlinear,0.6393262987012988,rSCM,0.6160579004329004,NMR,other or unknown,other or unknown,phenotype description  disease  values  gu cancer  control  organism  nan,0.010008646059307805,0.20035986732603225,cancer,0.09349296536796536,0.09349296536796536,0.6393262987012988,0.5131578947368421,False,2021,-0.023268398268398327,linear-based multivariate
MTBLS2824-NMRmetaboliteprofilingv2maf-High-Low,MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,63,39,Factor Value[Grade],High,Low,Nuclear Magnetic Resonance (NMR) -,Chang Gung University,2021-07-28,?,0.5,0.6063920454545454,0.6063920454545454,SVMlinear,0.5893082611832612,multivariate and univariate models are equivalent,?,17.0,46.0,SVMlinear,0.5893082611832612,DT,0.5561936327561328,NMR,other or unknown,other or unknown,phenotype description  grade  values  high  low  organism  nan,-0.10443792524105121,0.14423450527362697,other,-0.017083784271284208,0.017083784271284208,0.6063920454545454,0.6190476190476191,False,2021,-0.03311462842712842,univariate
MTBLS2824-NMRmetaboliteprofilingv2maf-Local-Advanced,MTBLS2824,m_MTBLS2824_NMR___metabolite_profiling_v2_maf.tsv,63,39,Factor Value[Stage],Local,Advanced,Nuclear Magnetic Resonance (NMR) -,Chang Gung University,2021-07-28,?,0.5,0.621875,0.63125,XGBoost,0.63125,multivariate and univariate models are equivalent,?,11.0,52.0,SVMlinear,0.5315705128205128,XGBoost,0.63125,NMR,other or unknown,other or unknown,phenotype description  stage  values  local  advanced  organism  nan,-0.10472907359522213,0.13041970769969927,other,0.009375000000000022,0.009375000000000022,0.63125,0.6190476190476191,False,2021,0.09967948717948716,univariate
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-CO357-CO356,MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,133,661,Factor Value[Phenology],CO_357,CO_356,Liquid Chromatography MS - positive - reverse phase,Saint Louis University,2022-01-07,Vitis vinifera,0.5,0.9958333333333332,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,67.0,66.0,SVMrbf,1.0,GBtree,1.0,LCMS,Plants,plants,phenotype description  phenology  values  co_357  co_356  organism  vitis vinifera,-0.28173090022162217,-0.31670053938613624,other,0.004166666666666763,0.004166666666666763,1.0,4.969924812030075,True,2022,0.0,univariate
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-Rootstock1103P-RootstockSO4,MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,62,661,Factor Value[Rootstock],1103P,SO4,Liquid Chromatography MS - positive - reverse phase,Saint Louis University,2022-01-07,Vitis vinifera,0.5,0.6961309523809525,0.6961309523809525,XGBoost,0.5031317640692641,univariate models performs better than multivariate models,?,33.0,29.0,SVMlinear,0.4234014249639249,XGBoost,0.5031317640692641,LCMS,Plants,plants,phenotype description  rootstock  values  1103p  so4  organism  vitis vinifera,-0.3251310056649147,-0.2594093487542432,other,-0.19299918831168839,0.19299918831168839,0.6961309523809525,10.661290322580646,True,2022,0.07973033910533917,univariate
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-Rootstock3309C-Rootstock1103P,MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,66,661,Factor Value[Rootstock],3309C,1103P,Liquid Chromatography MS - positive - reverse phase,Saint Louis University,2022-01-07,Vitis vinifera,0.5,0.7598214285714285,0.7598214285714285,XGBoost,0.579141865079365,univariate models performs better than multivariate models,?,29.0,37.0,PLSDA,0.5614583333333333,XGBoost,0.579141865079365,LCMS,Plants,plants,phenotype description  rootstock  values  3309c  1103p  organism  vitis vinifera,-0.3142160615974929,-0.28643086169063225,other,-0.1806795634920635,0.1806795634920635,0.7598214285714285,10.015151515151516,True,2022,0.017683531746031766,univariate
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-RootstockSO4-RootstockUngrafted,MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,67,661,Factor Value[Rootstock],SO4,Ungrafted,Liquid Chromatography MS - positive - reverse phase,Saint Louis University,2022-01-07,Vitis vinifera,0.5,0.7490079365079365,0.7870379620379621,XGBoost,0.7870379620379621,multivariate models performs better than univariate models,?,34.0,33.0,PLSDA,0.7258269508269508,XGBoost,0.7870379620379621,LCMS,Plants,plants,phenotype description  rootstock  values  so4  ungrafted  organism  vitis vinifera,-0.29928004488213117,-0.2664813744259816,other,0.038030025530025546,0.038030025530025546,0.7870379620379621,9.865671641791044,True,2022,0.061211011211011246,rule-based multivariate
MTBLS2831-MTBLS2831LCMSpositivereversephasemetaboliteprofiling-RootstockUngrafted-Rootstock3309C,MTBLS2831,m_MTBLS2831_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,71,661,Factor Value[Rootstock],Ungrafted,3309C,Liquid Chromatography MS - positive - reverse phase,Saint Louis University,2022-01-07,Vitis vinifera,0.5,0.7349950396825395,0.7544642857142857,SVMlinear,0.7544642857142857,multivariate and univariate models are equivalent,?,37.0,34.0,SVMlinear,0.7544642857142857,SCM,0.6607142857142857,LCMS,Plants,plants,phenotype description  rootstock  values  ungrafted  3309c  organism  vitis vinifera,-0.2986245280201618,-0.2790500025864765,other,0.019469246031746157,0.019469246031746157,0.7544642857142857,9.309859154929578,True,2022,-0.09375,univariate
MTBLS2840-MTBLS2840LCMSnegativereversephasemetaboliteprofiling-DMEM-Treatmentrest,MTBLS2840,m_MTBLS2840_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,39,44,Factor Value[Treatment],DMEM,none,Liquid Chromatography MS - negative - reverse phase,Max Planck Institute for Biology of Ageing,2021-06-11,Homo sapiens + Chlorocebus aethiops,0.5,1.0,1.0,PLSDA,0.9875,multivariate and univariate models are equivalent,?,23.0,16.0,PLSDA,0.9875,GBtree,0.96875,LCMS,multiple,other or unknown,phenotype description  treatment  values  dmem  none  organism  homo sapiens + chlorocebus aethiops,0.08068697692540448,0.12643510484861267,treatment,-0.012499999999999956,0.012499999999999956,1.0,1.1282051282051282,True,2021,-0.018750000000000044,univariate
MTBLS2840-MTBLS2840LCMSpositivereversephasemetaboliteprofiling1-DMEM-Treatmentrest,MTBLS2840,m_MTBLS2840_LC-MS_positive_reverse-phase_metabolite_profiling-1_v2_maf.tsv,38,47,Factor Value[Treatment],DMEM,none,Liquid Chromatography MS - positive - reverse phase,Max Planck Institute for Biology of Ageing,2021-06-11,Homo sapiens + Chlorocebus aethiops,0.5,0.95625,0.9583333333333334,RF,0.9583333333333334,multivariate and univariate models are equivalent,?,23.0,15.0,SVMlinear,0.9510416666666667,RF,0.9583333333333334,LCMS,multiple,other or unknown,phenotype description  treatment  values  dmem  none  organism  homo sapiens + chlorocebus aethiops,0.0807982469792677,0.12633632677937492,treatment,0.002083333333333326,0.002083333333333326,0.9583333333333334,1.236842105263158,True,2021,0.007291666666666696,univariate
MTBLS2841-MTBLS2841GCMSpositivemetaboliteprofiling-UlcerativeColitis-HealthyControl,MTBLS2841,m_MTBLS2841_GC-MS_positive__metabolite_profiling_v2_maf.tsv,20,62,Factor Value[Patient],Ulcerative Colitis,Healthy Control,Gas Chromatography MS - positive,unknown,2022-05-26,Homo sapiens,0.5,0.90625,0.9375,rSCM,0.9375,multivariate models performs better than univariate models,?,10.0,10.0,SVMlinear,0.59375,rSCM,0.9375,GCMS,Homo sapiens,Homo sapiens,phenotype description  patient  values  ulcerative colitis  healthy control  organism  homo sapiens,0.22964697155416872,-0.009207798831687214,other,0.03125,0.03125,0.9375,3.1,True,2022,0.34375,rule-based multivariate
MTBLS286-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-Nipponbare-othercultivars,MTBLS286,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1520,Factor Value[different cultivar],Nipponbare,Qingfengai,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,0.9635416666666666,0.9880681818181818,SVMlinear,0.9880681818181818,multivariate models performs better than univariate models,?,60.0,20.0,SVMlinear,0.9880681818181818,GBtree,0.984375,LCMS,Plants,plants,phenotype description  different cultivar  values  nipponbare  qingfengai  organism  oryza sativa,-0.38227691510515655,-0.30643702845258824,cultivar,0.02452651515151516,0.02452651515151516,0.9880681818181818,19.0,True,2016,-0.00369318181818179,linear-based multivariate
MTBLS286-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-Qingfengai-othercultivars,MTBLS286,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1520,Factor Value[different cultivar],Qingfengai,Nipponbare,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,DT,1.0,multivariate and univariate models are equivalent,?,60.0,20.0,SVMrbf,1.0,DT,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  qingfengai  nipponbare  organism  oryza sativa,-0.3903334684143612,-0.30585940295208563,cultivar,0.0,0.0,1.0,19.0,True,2016,0.0,univariate
MTBLS286-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-cultivar9311-othercultivars,MTBLS286,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1520,Factor Value[different cultivar],9311,Qingfengai,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,60.0,20.0,SVMlinear,1.0,GBtree,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  9311  qingfengai  organism  oryza sativa,-0.3820276434087642,-0.3089732578012485,cultivar,0.0,0.0,1.0,19.0,True,2016,0.0,univariate
MTBLS286-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-cultivarNongken58-othercultivars,MTBLS286,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1520,Factor Value[different cultivar],Nongken 58,Qingfengai,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,60.0,20.0,SVMlinear,0.969551282051282,GBtree,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  nongken 58  qingfengai  organism  oryza sativa,-0.3791650429964904,-0.28686989849384764,cultivar,0.0,0.0,1.0,19.0,True,2016,0.03044871794871795,univariate
MTBLS286-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-riceseeddevelopmentalstageearly-riceseeddevelopmentalstagelate,MTBLS286,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1520,Factor Value[rice seed developmental stage],7,28,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,32.0,48.0,PLSDA,1.0,AdaBoost,1.0,LCMS,Plants,plants,phenotype description  rice seed developmental stage  values  7  28  organism  oryza sativa,-0.2637068717128545,-0.23429616641499382,other,0.0,0.0,1.0,19.0,True,2016,0.0,univariate
MTBLS287-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-Nipponbare-othercultivars,MTBLS287,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1462,Factor Value[different cultivar],Nipponbare,Qingfengai,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,0.9406468531468531,1.0,GBtree,1.0,multivariate models performs better than univariate models,?,60.0,20.0,PLSDA,1.0,GBtree,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  nipponbare  qingfengai  organism  oryza sativa,-0.38227691510515655,-0.30643702845258824,cultivar,0.059353146853146854,0.059353146853146854,1.0,18.275,True,2016,0.0,rule-based multivariate
MTBLS287-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-Qingfengai-othercultivars,MTBLS287,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1462,Factor Value[different cultivar],Qingfengai,Nipponbare,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,SVMrbf,1.0,multivariate and univariate models are equivalent,?,60.0,20.0,SVMrbf,1.0,RF,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  qingfengai  nipponbare  organism  oryza sativa,-0.3903334684143612,-0.30585940295208563,cultivar,0.0,0.0,1.0,18.275,True,2016,0.0,univariate
MTBLS287-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-cultivar9311-othercultivars,MTBLS287,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1462,Factor Value[different cultivar],9311,Qingfengai,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,AdaBoost,1.0,multivariate and univariate models are equivalent,?,60.0,20.0,SVMlinear,0.9910714285714286,AdaBoost,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  9311  qingfengai  organism  oryza sativa,-0.3820276434087642,-0.3089732578012485,cultivar,0.0,0.0,1.0,18.275,True,2016,0.008928571428571397,univariate
MTBLS287-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-cultivarNongken58-othercultivars,MTBLS287,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1462,Factor Value[different cultivar],Nongken 58,Qingfengai,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,0.9567949411699412,1.0,GBtree,1.0,multivariate models performs better than univariate models,?,60.0,20.0,PLSDA,1.0,GBtree,1.0,LCMS,Plants,plants,phenotype description  different cultivar  values  nongken 58  qingfengai  organism  oryza sativa,-0.3791650429964904,-0.28686989849384764,cultivar,0.04320505883005876,0.04320505883005876,1.0,18.275,True,2016,0.0,rule-based multivariate
MTBLS287-dynamicmetabolomicsofricegrainmetaboliteprofilingmassspectrometry-riceseeddevelopmentalstageearly-riceseeddevelopmentalstagelate,MTBLS287,m_dynamic metabolomics of rice grain_metabolite profiling_mass spectrometry_v2_maf.tsv,80,1462,Factor Value[rice seed developmental stage],7,28,6540 Q-TOF LC/MS (Agilent),"School of Life Sciences and Biotechnology, Shanghai Jiao Tong University",2016-05-03,Oryza sativa,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,32.0,48.0,PLSDA,1.0,GBtree,1.0,LCMS,Plants,plants,phenotype description  rice seed developmental stage  values  7  28  organism  oryza sativa,-0.2637068717128545,-0.23429616641499382,other,0.0,0.0,1.0,18.275,True,2016,0.0,univariate
MTBLS2945-MTBLS2945LCMSnegativereversephasemetaboliteprofiling-lithogenicdiet-control,MTBLS2945,m_MTBLS2945_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf.tsv,20,400,Factor Value[Treatment],lithogenic diet,control,Liquid Chromatography MS - negative - reverse phase,Harbin Medical University,2021-08-05,Mus musculus,0.5,1.0,1.0,SVMlinear,1.0,multivariate and univariate models are equivalent,?,10.0,10.0,SVMlinear,1.0,rSCM,0.9791666666666666,LCMS,Mus musculus,Mus musculus,phenotype description  treatment  values  lithogenic diet  control  organism  mus musculus,-0.024700289769756578,0.25833687433356983,diet,0.0,0.0,1.0,20.0,True,2021,-0.02083333333333337,univariate
MTBLS2945-MTBLS2945LCMSpositivereversephasemetaboliteprofiling-lithogenicdiet-control,MTBLS2945,m_MTBLS2945_LC-MS_positive_reverse-phase_metabolite_profiling_v2_maf.tsv,20,871,Factor Value[Treatment],lithogenic diet,control,Liquid Chromatography MS - positive - reverse phase,Harbin Medical University,2021-08-05,Mus musculus,0.5,1.0,1.0,GBtree,1.0,multivariate and univariate models are equivalent,?,10.0,10.0,SVMlinear,1.0,GBtree,1.0,LCMS,Mus musculus,Mus musculus,phenotype description  treatment  values  lithogenic diet  control  organism  mus musculus,-0.024700289769756578,0.25833687433356983,diet,0.0,0.0,1.0,43.55,True,2021,0.0,univariate
MTBLS2963-MTBLS2963FIAMSnegativemetaboliteprofiling-BovigamIGRANegative-BovigamIGRAPositive,MTBLS2963,m_MTBLS2963_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,413,17,Factor Value[Bovigam IGRA],Negative,Positive,Flow injection analysis MS - negative,unknown,2022-02-23,Bos taurus,0.5,0.6140023486370008,0.6140023486370008,RF,0.6133806853402259,multivariate and univariate models are equivalent,?,212.0,201.0,SVMlinear,0.5950138246913933,RF,0.6133806853402259,other,other mammals,mammals,phenotype description  bovigam igra  values  negative  positive  organism  bos taurus,-0.01549956360354478,-0.01641163735050483,other,-0.0006216632967748215,0.0006216632967748215,0.6140023486370008,0.04116222760290557,False,2022,0.01836686064883264,univariate
MTBLS2963-MTBLS2963FIAMSnegativemetaboliteprofiling-MAPChallenged-Control,MTBLS2963,m_MTBLS2963_FIA-MS_negative__metabolite_profiling_v2_maf.tsv,435,17,Factor Value[MAP Infection],MAP Challenged,Control,Flow injection analysis MS - negative,unknown,2022-02-23,Bos taurus,0.5,0.7259615644733525,0.8299029098669823,SVMrbf,0.8299029098669823,multivariate models performs better than univariate models,?,149.0,286.0,SVMrbf,0.8299029098669823,XGBoost,0.8157919240313197,other,other mammals,mammals,phenotype description  map infection  values  map challenged  control  organism  bos taurus,-0.016130826281597347,0.14931926037028453,disease,0.10394134539362987,0.10394134539362987,0.8299029098669823,0.03908045977011494,False,2022,-0.014110985835662615,linear-based multivariate
MTBLS2963-MTBLS2963FIAMSpositivemetaboliteprofiling-BovigamIGRANegative-BovigamIGRAPositive,MTBLS2963,m_MTBLS2963_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,413,8,Factor Value[Bovigam IGRA],Negative,Positive,Flow injection analysis MS - positive,unknown,2022-02-23,Bos taurus,0.5,0.5856979116223591,0.5856979116223591,rSCM,0.5789036132652732,multivariate and univariate models are equivalent,?,212.0,201.0,SVMlinear,0.5300056753977371,rSCM,0.5789036132652732,other,other mammals,mammals,phenotype description  bovigam igra  values  negative  positive  organism  bos taurus,-0.01549956360354478,-0.01641163735050483,other,-0.006794298357085893,0.006794298357085893,0.5856979116223591,0.01937046004842615,False,2022,0.048897937867536045,univariate
MTBLS2963-MTBLS2963FIAMSpositivemetaboliteprofiling-MAPChallenged-Control,MTBLS2963,m_MTBLS2963_FIA-MS_positive__metabolite_profiling_v2_maf.tsv,435,8,Factor Value[MAP Infection],MAP Challenged,Control,Flow injection analysis MS - positive,unknown,2022-02-23,Bos taurus,0.5,0.5451389612822464,0.6825453619605573,SVMrbf,0.6825453619605573,multivariate models performs better than univariate models,?,149.0,286.0,SVMrbf,0.6825453619605573,RF,0.6491429170020814,other,other mammals,mammals,phenotype description  map infection  values  map challenged  control  organism  bos taurus,-0.016130826281597347,0.14931926037028453,disease,0.1374064006783109,0.1374064006783109,0.6825453619605573,0.01839080459770115,False,2022,-0.033402444958475885,linear-based multivariate
MTBLS3-mtbl3metaboliteprofilingmassspectrometryv2maf-geneknockoutDelta9-wildtypegeneric,MTBLS3,m_live_mtbl3_metabolite profiling_mass spectrometry_v2_maf.tsv,63,22,Factor Value[gene knockout],Delta 9 fat 5,wild-type generic,DSQ II Single Quadrupole GC/MS (Thermo Scientific),University of Cambridge,2012-02-14,?,?,?,?,?,?,?,?,,,,,,,GCMS,other or unknown,other or unknown,phenotype description  gene knockout  values  delta 9 fat 5  wild-type generic  organism  nan,-0.09189979112427997,0.23868470889988488,other,,,?,0.3492063492063492,False,2012,,univariate
MTBLS30-srcFIAmassspectrometryv2maf-Src1wildtype-Src1knockout,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,100,77,Factor Value[genotype],Src1 wild-type,Src1 knockout,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.6438689782439782,0.7313493797868797,SVMlinear,0.7313493797868797,multivariate models performs better than univariate models,?,50.0,50.0,SVMlinear,0.7313493797868797,AdaBoost,0.6928474303474303,LCMS,other or unknown,other or unknown,phenotype description  genotype  values  src1 wild-type  src1 knockout  organism  nan,-0.06559587596899238,0.29205697749944365,mutation,0.0874804015429016,0.0874804015429016,0.7313493797868797,0.77,False,?,-0.0385019494394494,linear-based multivariate
MTBLS30-srcFIAmassspectrometryv2maf-Src2wildtype-Src2knockout,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,100,77,Factor Value[genotype],Src2 wild-type,Src2 knockout,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.6165067571317572,0.7339738386613387,PLSDA,0.7339738386613387,multivariate models performs better than univariate models,?,50.0,50.0,PLSDA,0.7339738386613387,XGBoost,0.5705547924297925,LCMS,other or unknown,other or unknown,phenotype description  genotype  values  src2 wild-type  src2 knockout  organism  nan,-0.055589868857262296,0.2954690344142618,mutation,0.11746708152958152,0.11746708152958152,0.7339738386613387,0.77,False,?,-0.16341904623154624,linear-based multivariate
MTBLS30-srcFIAmassspectrometryv2maf-Src3wildtype-Src3knockout,MTBLS30,m_york_src_FIA_mass_spectrometry_v2_maf.tsv,100,77,Factor Value[genotype],Src3 wild-type,Src3 knockout,Quattro micro API (Waters),Duke University School of Medicine,?,?,0.5,0.5810659826284827,0.6498709623709624,SVMrbf,0.6498709623709624,multivariate models performs better than univariate models,?,50.0,50.0,SVMrbf,0.6498709623709624,XGBoost,0.5889341561216561,LCMS,other or unknown,other or unknown,phenotype description  genotype  values  src3 wild-type  src3 knockout  organism  nan,-0.07185230150048484,0.2809848788120454,mutation,0.06880497974247968,0.06880497974247968,0.6498709623709624,0.77,False,?,-0.06093680624930631,linear-based multivariate
